논문 기관명,실제 기관명,상위 기관명,국가,ROR ID,논문 수,근거,검토 필요
Jilin University,Jilin University,,China,00js3aw79,4,scopus+pdf,
Johns Hopkins Medicine,Johns Hopkins Medicine,,United States,037zgn354,4,openalex,
Joint Robotics Laboratory,Joint Robotics Laboratory,,Japan,,4,scopus+pdf,
KU Leuven,KU Leuven,,Belgium,05f950310,4,scopus+pdf,
King's College London,King's College London,University of London,United Kingdom,0220mzb33,4,scopus+pdf,
Laboratoire Modélisation et Simulation Multi-Echelle,Laboratoire Modélisation et Simulation Multi-Echelle,French National Centre for Scientific Research,France,04rrzfd14,4,openalex,
"Language Technologies Institute, Carnegie Mellon University",Language Technologies Institute,,United States,,4,scopus+pdf,
London School of Economics and Political Science,London School of Economics and Political Science,University of London,United Kingdom,0090zs177,4,scopus+pdf,
Los Alamos National Laboratory,Los Alamos National Laboratory,,United States,01e41cf67,4,scopus+pdf,
Management University,Management University,,,,4,scopus+pdf,
Max Planck Institute for Informatics,Max Planck Institute for Informatics,Max Planck Society,Germany,01w19ak89,4,scopus-unconfirmed,
Max Planck Institute for Intelligent Systems,Max Planck Institute for Intelligent Systems,Max Planck Society,Germany,04fq9j139,4,scopus+pdf,
Max Planck Institute for the Science of Light,Max Planck Institute for the Science of Light,Max Planck Society,Germany,020as7681,4,scopus-unconfirmed,
Administrative Headquarters of the Max Planck Society,Max Planck Society,,Germany,01hhn8329,4,scopus+pdf,
Meta (United States),Meta (United States),Meta,United States,01zbnvs85,4,openalex,
Michigan State University,Michigan State University,,United States,05hs6h993,4,scopus+pdf,
Ministry of Education,Ministry of Education,,Saudi Arabia,00q919b81,4,openalex,
N&N Pharmaceuticals (United States),N&N Pharmaceuticals (United States),,United States,02m2ek616,4,openalex,
Nanyang Technological University,Nanyang Technological University,,Singapore,02e7b5302,4,scopus+pdf,
National Institute of Advanced Industrial Science and Technology,National Institute of Advanced Industrial Science and Technology,,Japan,01703db54,4,scopus+pdf,
National Institutes of Health,National Institutes of Health,,United States,045p44t13,4,openalex,
National University of Defense Technology,National University of Defense Technology,,China,05d2yfz11,4,scopus+pdf,
National University of Singapore,National University of Singapore,,Singapore,01tgyzw49,4,scopus+pdf,
Robert R. McCormick School of Engineering and Applied Science,Northwestern University,,United States,000e0be47,4,scopus+pdf,
Nvidia (United Kingdom),Nvidia (United Kingdom),NVIDIA,United Kingdom,02kr42612,4,openalex,
Osnabrück University,Osnabrück University,,Germany,04qmmjx98,4,scopus+pdf,
Peking University,Peking University,,China,02v51f717,4,scopus+pdf,
Penn State College of Engineering,Penn State College of Engineering,,United States,,4,scopus-unconfirmed,
Pompeu Fabra University,Pompeu Fabra University,,Spain,04n0g0b29,4,openalex,
Regional Environmental Center for Central and Eastern Europe,Regional Environmental Center for Central and Eastern Europe,,Hungary,05b45bk66,4,openalex,
SIB Swiss Institute of Bioinformatics,SIB Swiss Institute of Bioinformatics,,Switzerland,002n09z45,4,openalex,
Sapienza Università di Roma,Sapienza University of Rome,,Italy,02be6w209,4,scopus-unconfirmed,
Schwarzman College of Computing,Schwarzman College,,,,4,scopus+pdf,
Science for Life Laboratory,Science for Life Laboratory,,Sweden,04ev03g22,4,openalex,
Shandong University,Shandong University,,China,0207yh398,4,scopus+pdf,
Shanghai Artificial Intelligence Laboratory,Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,4,scopus+pdf,
Shanghai Jiao Tong University,Shanghai Jiao Tong University,,China,0220qvk04,4,scopus+pdf,
Soochow University,Soochow University,,China,05t8y2r12,4,scopus+pdf,
Sorbonne University,Sorbonne University,,France,02en5vm52,4,openalex,
Stanford University,Stanford University,,United States,00f54p054,4,scopus+pdf,
TU Wien,TU Wien,,Austria,04d836q62,4,scopus+pdf,
TUD Dresden University of Technology,TUD Dresden University of Technology,,Germany,042aqky30,4,openalex,
The Open University,The Open University,,United Kingdom,05mzfcs16,4,scopus+pdf,
Tokyo University of Science,Tokyo University of Science,,Japan,05sj3n476,4,scopus+pdf,
"Tsinghua Shenzhen International Graduate School, Tsinghua University",Tsinghua Shenzhen International Graduate School,Tsinghua University,China,01vceef04,4,scopus+pdf,
"Tsinghua University, Beijing, China",Tsinghua University,,China,03cve4549,4,scopus+pdf,
Universidad Científica del Sur,Universidad Científica del Sur,,Peru,04xr5we72,4,scopus-unconfirmed,
University Health Network,University Health Network,,Canada,042xt5161,4,scopus+pdf,
University of Alberta,University of Alberta,,Canada,0160cpw27,4,scopus+pdf,
University of Arizona,University of Arizona,,United States,03m2x1q45,4,scopus+pdf,
University of Bonn,University of Bonn,,Germany,041nas322,4,openalex,
University of Bristol,University of Bristol,,United Kingdom,0524sp257,4,scopus+pdf,
University of British Columbia,University of British Columbia,,Canada,03rmrcq20,4,openalex,
University of California San Diego,University of California San Diego,,United States,0168r3w48,4,openalex,
Haas School of Business,"University of California, Berkeley",,United States,01an7q238,4,scopus+pdf,
"University of California, Merced","University of California, Merced",,United States,00d9ah105,4,scopus+pdf,
University of Cambridge,University of Cambridge,,United Kingdom,013meh722,4,scopus+pdf,
University of Central Florida,University of Central Florida,,United States,036nfer12,4,openalex,
University of Illinois at Chicago,University of Illinois Chicago,,United States,02mpq6x41,4,scopus+pdf,
UIUC,University of Illinois Urbana-Champaign,,United States,047426m28,4,scopus+pdf,
University of Miami,University of Miami,,United States,02dgjyy92,4,scopus+pdf,
The University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,,United States,0130frc33,4,scopus+pdf,
University of North Texas,University of North Texas,,United States,00v97ad02,4,scopus-unconfirmed,
University of Nottingham,University of Nottingham,,United Kingdom,01ee9ar58,4,scopus-unconfirmed,
Università di Pisa,University of Pisa,,Italy,03ad39j10,4,scopus+pdf,
Université du Québec à Montréal,University of Quebec in Montreal,University of Quebec,Canada,002rjbv21,4,scopus-unconfirmed,
University of Toronto,University of Toronto,,Canada,03dbr7087,4,scopus+pdf,
University of Trento,University of Trento,,Italy,05trd4x28,4,openalex,
Universität Wien,University of Vienna,,Austria,03prydq77,4,scopus+pdf,
"University of Washington, Seattle, WA, USA",University of Washington,,United States,00cvxb145,4,scopus+pdf,
University of Washington School of Medicine,University of Washington School of Medicine,,United States,03ymk3103,4,scopus-unconfirmed,
Université Paris Cité,Université Paris Cité,,France,05f82e368,4,openalex,
Virginia Polytechnic Institute and State University,Virginia Tech,,United States,02smfhw86,4,scopus-unconfirmed,
Washington University in St. Louis,Washington University in St. Louis,,United States,01yc7t268,4,scopus+pdf,
Westlake University,Westlake University,,China,05hfa4n20,4,scopus+pdf,
Worcester Polytechnic Institute,Worcester Polytechnic Institute,,United States,05ejpqr48,4,scopus-unconfirmed,
Xi’an Jiaotong University,Xi'an Jiaotong University,,China,017zhmm22,4,scopus+pdf,
Xi'an Jiaotong University,Xi'an Jiaotong University,,China,017zhmm22,4,scopus+pdf,
ZJU-Hangzhou Global Scientific and Technological Innovation Center,ZJU-Hangzhou Global Scientific and Technological Innovation Center,,China,,4,scopus+pdf,
Zhejiang University,Zhejiang University,,China,00a2xv884,4,scopus+pdf,
Zhejiang University of Technology,Zhejiang University of Technology,,China,02djqfd08,4,openalex,
Zhengzhou University,Zhengzhou University,,China,04ypx8c21,4,scopus+pdf,
Deep Forest Sciences Inc,AT Sciences (United States),,United States,04cgz2t37,3,scopus-unconfirmed,
Aarhus Universitet,Aarhus University,,Denmark,01aj84f44,3,scopus+pdf,
"Agency for Science, Technology and Research","Agency for Science, Technology and Research",,Singapore,036wvzt09,3,openalex,
Allen Institute,Allen Institute,,United States,03cpe7c52,3,openalex,
"Allen Institute for Artiﬁcial Intelligence, Seattle, WA, USA",Allen Institute for Artificial Intelligence,,United States,05w520734,3,scopus+pdf,
Alpha 8 AI,Alpha AI,,Canada,,3,scopus-unconfirmed,
Alpha Technologies (Canada),Alpha Technologies (Canada),,Canada,0006jev58,3,openalex,
Amazon (Germany),Amazon (Germany),,Germany,00b9ktm87,3,openalex,
"Amazon.com, Inc",Amazon (United States),,United States,04mv4n011,3,scopus+pdf,
Amazon FAR,Amazon (United States),,United States,04mv4n011,3,scopus+pdf,
Assistance Publique – Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,,France,00pg5jh14,3,openalex,
Association pour l'Utilisation du Rein Artificiel,Association pour l'Utilisation du Rein Artificiel,,France,054wms778,3,openalex,
"Beijing Humanoid Robot Innovation Center Co., Ltd","Beijing Humanoid Robot Innovation Center Co., Ltd.",,China,,3,scopus+pdf,
The authors are with Beijing Innovation Center of Humanoid Robotics Co. Ltd,Beijing Innovation Center,,China,,3,scopus+pdf,
"School of Computer Science and Technology, Beijing Institute of Technology",Beijing Institute of Technology,,China,01skt4w74,3,scopus+pdf,
"Department of Electronic Engineering, BNRist, Tsinghua University",Beijing National Research Center for Information Science and Technology,,China,02tcm9e24,3,scopus+pdf,
BeingBeyond,BeingBeyond,,China,,3,scopus+pdf,
BeingBeyond,BeingBeyond,,China,,3,scopus+pdf,
"BioMap (Beijing) Intelligent Technology Co., Ltd","BioMap (Beijing) Intelligent Technology Co., Ltd.",,China,,3,scopus-unconfirmed,
The Brookings Institution,Brookings Institution,,United States,04aj4sh46,3,scopus+pdf,
ByteDance,ByteDance,,China,04m8av638,3,scopus+pdf,
California Institute of Technology,California Institute of Technology,,United States,05dxps055,3,scopus+pdf,
California Southern University,California Southern University,,United States,058zz0t50,3,openalex,
Carnegie Mellon University,Carnegie Mellon University,,United States,05x2bcf33,3,scopus+pdf,
Cavendish Laboratories,Cavendish Laboratories,,United States,,3,scopus-unconfirmed,
Center for Life Sciences,Center for Life Sciences,Peking University,China,05kje8j93,3,openalex,
Center for Theoretical Biological Physics,Center for Theoretical Biological Physics,,United States,04hfg7v94,3,scopus+pdf,
"School of Computer Science and Engineering, Central South University",Central South University,,China,00f1zfq44,3,scopus+pdf,
Universidad César Vallejo,Cesar Vallejo University,,Peru,0297axj39,3,scopus-unconfirmed,
Chan Zuckerberg Biohub,Chan Zuckerberg Biohub San Francisco,Chan Zuckerberg Initiative,United States,00knt4f32,3,scopus-unconfirmed,
China Telecom (China),China Telecom (China),,China,03jgnzt20,3,openalex,
Chinese Academy of Medical Sciences & Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,,China,02drdmm93,3,scopus-unconfirmed,
"The Chinese University of Hong Kong, Shenzhen","Chinese University of Hong Kong, Shenzhen",Chinese University of Hong Kong,China,02d5ks197,3,scopus+pdf,
Christian-Albrechts-Universität zu Kiel,Christian-Albrechts-Universität zu Kiel,,Germany,04v76ef78,3,openalex,
Columbia University,Columbia University,,United States,00hj8s172,3,scopus+pdf,
Columbia University Irving Medical Center,Columbia University Irving Medical Center,,United States,01esghr10,3,openalex,
Universidad Complutense de Madrid,Complutense University of Madrid,,Spain,02p0gd045,3,scopus+pdf,
Cornell University,Cornell University,,United States,05bnh6r87,3,scopus+pdf,
Czech Technical University in Prague,Czech Technical University in Prague,,Czechia,03kqpb082,3,openalex,
Microsoft International Holdings B.V,DEI Holdings (United States),,United States,00vyhrf09,3,scopus-unconfirmed,
DP Technology,DP Technology,,China,,3,scopus-unconfirmed,
Data61,Data61,Australian Government,Australia,03q397159,3,openalex,
Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR),Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR),Helmholtz Association of German Research Centres,Germany,04bwf3e34,3,openalex,
Dongzhimen Hospital Affiliated to Beijing University of Chinese Medicine,Dongzhimen Hospital Affiliated to Beijing University of Chinese Medicine,,China,02yacz525,3,openalex,
Drexel University,Drexel University,,United States,04bdffz58,3,scopus+pdf,
Drug Discovery Laboratory (Norway),Drug Discovery Laboratory (Norway),,Norway,04nybae35,3,openalex,
ESCP Business School,ESCP Business School,,France,040hhjv66,3,scopus+pdf,
ETH AI Center,ETH AI Center,,Switzerland,,3,scopus+pdf,
"ETH Zurich, Switzerland",ETH Zurich,,Switzerland,05a28rw58,3,scopus+pdf,
Fordham University,Fordham University,,United States,03qnxaf80,3,scopus+pdf,
"FutureHouse Inc., San Francisco, CA",FutureHouse Inc.,,United States,,3,scopus+pdf,
Galbot,Galbot,,China,,3,scopus+pdf,
Genentech,Genentech,Roche (Switzerland),United States,04gndp242,3,scopus+pdf,
George Mason University,George Mason University,,United States,02jqj7156,3,scopus+pdf,
The George Washington University,George Washington University,,United States,00y4zzh67,3,scopus+pdf,
Georgetown University Medical Center,Georgetown University Medical Center,,United States,00hjz7x27,3,openalex,
Georgia Institute of Technology,Georgia Institute of Technology,,United States,01zkghx44,3,scopus+pdf,
